"","companyName","company_starRating","company_offeredRole","company_roleLocation","company_salary","listing_jobDesc","salary","role","location","R","Python","SQL"
"65","MIT Lincoln Laboratory",4.3,"Business Manager- Artificial Intelligence Technology Group","Lexington, MA","$68K - $98K (Glassdoor est.)","Prepare and compile required documentation for potential new funding sources, to include cost estimating and labor planning. Serve as sponsor liaison for any financial and/or contractual related inquiries. Work with Group management and technical leads to develop accurate spend and labor plans. Coordinate and manage the Group’s collaborations with other Groups and Divisions across the Laboratory. Develop and monitor variance reports for spend plan versus actual cost for programs on a regular basis and track monthly labor, purchases, and travel expenses for all projects. Analyze any variances and make recommendations to Group leadership to correct, as needed. Support the Technology Office and its Business Manager as needed, particularly during the development of the next year's portfolio and the close of the fiscal year. Serve as financial interface with MIT campus for joint projects. Collaborate with technical leads and serve as the Group’s liaison with the Contracting Services Department (CSD), to include reviewing and editing all required contractual documentation. Support the Group office and employees in matters related to recruiting and employment; provide guidance, information and/or referrals to HR related to application of personnel policies and administrative procedures.
 BS in finance or related field is required, MBA desired. 5+ years’ experience in budget development and administration, preferably in a technical environment supporting multiple persons and projects. A solid understanding of financial and government processes with strong analytical and estimating techniques is required.
 Advanced Excel skills and proficiency with standard financial management tools are required.
 Ability to demonstrate effective oral and written communication skills is required.
 Project management experience and/or formal project management training is desired. Experience managing complex procurements and working knowledge of the Federal Acquisition Regulation (FAR) is desired.
 Experience with SAP or equivalent ERP system is desired.
 Ability to obtain and maintain a security clearance required.",83,"Data Analyst","MA",1,0,0
"66","American Family Insurance",3.2,"Actuarial Data Scientist II - Personal Auto (Hybrid)","Madison, WI","Employer est.:$145K ","
Explores data using a variety of statistical techniques to proactively identify relationships, creates insights and answers business questions or guides future model development 
Translates business needs into viable predictive modeling solutions and brings new and innovative ideas or approaches 
Identifies proper model structure and statistical measurement to support various hypothesis testing 
Incorporates findings and provides industry and competitor insights as part of model development and enhancement 
Writes clean and production ready code that can be easily maintained and leveraged by engineering and IT teams 
Builds and tests models and investigates areas for future improvement with minimal guidance 
Participates in Team's Agile ceremonies (sprint planning, retrospective, demo) 
Translates quantitative analyses into business friendly visuals for non-technical audience, present model findings by tailoring messages to various audiences 
Supports actuarial and state management teams in state specific model customization, filing, and roll out 
Provides sufficient model documentation 
Collaborates with IT to bring models into production 
Keeps abreast of latest relevant technologies and proposes new ones to the team 
This position requires travel up to 10% of the time. 
Demonstrated experience providing customer-driven solutions, support or service. 
Ability to work as part of a team and to communicate effectively. 
Proficiency in programming languages suitable for database access, scripting, statistical analysis, and system development. Understanding of software development best practices including source control, coding standards and testing frameworks. 
Demonstrated experience formulating, approaching, and solving complex analytical problems using a quantitative, scientific approach. 
Demonstrated experience working with large, complex datasets using big data technologies and script. 
Solid knowledge and understanding managing data to scale using data summarization, query and analysis software and tools. 
Preferred: Bachelor’s Degree in Mathematics, Statistics, Physics, Computer Sciences or Engineering, or related field or equivalent experience. Other locations and remote work may be considered.",145,"Data Analyst","WI",0,0,0
"67","Priority Plus Financial LLC",NA,"Data Scientist","Costa Mesa, CA","Employer est.:$106K - $114K ","Use an ensemble of decision trees, Naive Bayes, KNN and SVM to create a unifying model. Use Dirichlet multinomial distribution to initialise the model. Perform cross-validation to check the robustness of the proposed model. Learn multi-layered perceptron using radial basis function in order to compute the posterior probability. Use Support vector machine to make predictions. 401(k) Dental insurance Employee discount Flexible spending account Health insurance Health savings account Life insurance Paid time off Vision insurance 8 hour shift Monday to Friday Bonus pay Costa Mesa, CA: Reliably commute or planning to relocate before starting work (Required) Python: 1 year (Preferred) SQL: 1 year (Preferred)",110,"Data Analyst","CA",1,1,1
"68","Navy Federal Credit Union",4.1,"Data Scientist I/II, Strategic Planning & Forecasting (Contact Center Operations)","Vienna, VA","Employer est.:$86K - $146K ","Military Times 2021 Best for Vets Employers WayUp Top 100 Internship Programs Forbes® 2022 The Best Employers for New Grads Forbes® America's Best Employers Newsweek Top 100 Most Loved Workplaces Fortune Best Workplaces for Women Fortune 100 Best Companies to Work For® Computerworld® Best Places to Work in IT Support the delivery of strategic advanced analytics solutions across the organization with solutions drawing on descriptive, predictive, and prescriptive analytics and modeling Leverage a broad set of modern technologies – including Python, R, Scala, and Spark – to analyze and gain insights within large data sets Manage, architect, and analyze big data in order to build data driven insights and high impact data models Evaluate model design and performance and perform champion/challenger development. Analyze model input data, assumptions, and overall methodology. Using statistical practices, analyze current and historical data to make predictions, identify risks, and opportunities, enabling better decisions on planned/future events Provide analytics insights and solutions to solve complex business problems Apply business knowledge and advanced statistical modeling techniques when building data structures and tools Collaborate with other team members, subject matter experts, pods, and delivery teams to deliver strategic advanced analytic based solutions from design to deployment Examine data from multiple sources and share insights with leadership and stakeholders Transform data presented in models, charts, and tables into a format that is useful to the business and aids in effective decision making Point of contact between the data analyst/data engineer and the project/functional analytics leads Develop and maintain an understanding of relevant industry standards, best practices, business processes and technology used in modeling and within the financial services industry Identify improvements to the way in which analytics service the entire function Recognize potential issues and risks during the analytics project implementation and suggest mitigation strategies Prepare project deliverables that are valued by the business and present them in such a manner that they are easily understood by project stakeholders Perform other duties as assigned Master’s degree in Data Science, Statistics, Mathematics, Computer Science, Engineering or another quantitative field, or related field, or the equivalent combination of education, training, and experience Skill interpreting, extrapolating, and interpolating data for statistical research and modeling Advanced skill in Data Interpretation, Qualitative, Quantitative Analysis, Python, R, and/or Scala Moderate skill in SQL and querying (able to pull/transform your own data) Ability to understand complex business problems and determine what aspects require optimization and articulate those aspects in a clear and concise manner Advanced skill in communicating actionable insights using data to technical and non-technical audiences Proven experience working in a dynamic, research-oriented groups with several ongoing concurrent projects Demonstrates functional knowledge of data visualization libraries such as matplotlib or ggplot2; knowledge of other visualization tools such as Microsoft Power BI and Tableau Ability to manipulate raw data within visualization tools to create effective dashboards that communicate end-to-end data outcomes visually Proficient in storytelling with data skills Exceptional technical writing skills Advanced skill communicating thoughts, concepts, practices effectively at all levels, adjusting as needed to a target audience Advanced verbal, interpersonal and written communication skills Advanced database, word processing, spreadsheet, and presentation software skills (e.g., Microsoft Access, Excel, PowerPoint, etc. Moderate skill in descriptive, predictive, and prescriptive analytics and modeling; demonstrated success in building models that are deployed and have made measurable business impact Experience in using two or more of the following modeling types to solve business problems: classification, regression, time series, clustering, text analytics, survival, association, optimization, reinforcement learning Working knowledge of advanced techniques such as: SMOTE, dimension reduction techniques, natural language processing, sentiment analysis, anomaly detection, geospatial analytics, etc. Demonstrates a deep understanding of the modeling lifecycle Moderate skill data mining, data wrangling, and data transformation with both structured and unstructured data; deep understanding of data models Understanding of data models, large datasets, business/technical requirements, BI tools, statistical programming languages and libraries Familiar with Data Engineering concepts Familiar with the use of standard ETL tools and techniques Familiar with the concepts and application of data mapping and building requirements Demonstrates a deep understanding of multiple data related concepts Familiar with Data Integration, Data Governance and Data Warehousing Moderate skill in Data Management, Data Validation & Cleansing, and Information Analysis Doctoral degree in Statistics, Mathematics, Computer Science, Engineering or another quantitative field, or related field Working knowledge of Navy Federal Credit Union instructions, standards, and procedures Familiar with project management concepts and frameworks such as Agile Frameworks (SAFE), Communication Strategy and Management, Delivery Excellence and Requirements management",116,"Data Analyst","VA",1,1,1
"69","Millennium Health",3.2,"Clinical Laboratory Scientist, Data Review","San Diego, CA","Employer est.:$85K - $97K ","Responsible for testing to troubleshoot result issues. Reports laboratory test results for all test methods approved by CAP, NY and CLIA. Ensures accuracy and quality of test results meeting required turnaround times. Enters testing data and reviews chromatography and calculated results from a variety of standardized tests on urine samples using advanced LC-MS-MS technology and EIA for the detection of prescription and illicit drugs. Evaluates the validity of results obtained, maintains proper records of results and creates a report of results. Maintains quality control and LC-MS-MS chromatographic data prior to release or results to physicians. Ensures that testing methods follow established quality control procedures. Identifies, troubleshoots, documents and resolves test result issues. Documents issues using the Laboratory Occurrence Management (LOM) form. Acts as a resource to laboratory technicians, laboratory assistants and associate scientists. Follows safe laboratory practices and participates in operational support activities necessary to maintain and optimize testing capabilities. May oversee the duties of clinical laboratory technicians, clinical laboratory assistants and associate scientists who prepare specimens or perform other less complex procedures. Participates in internal laboratory audits. 0-4 years’ experience in high complexity testing; CLIA/CAP environment Must maintain continuing education units required by California Department of Health Services Knowledgeable in laboratory methods and techniques Knowledgeable of equipment and supplies used in a laboratory Proficient in MS applications (Word/Excel/PowerPoint/Outlook) Strong interpersonal skills and ability to communicate with all levels of employees Effective attention to detail with high degree of accuracy Bachelor’s degree with current California CLS license ASCP license highly preferred Sitting (85 %), walking (5 %), standing (10%), and lifting up to 20 lbs. Physical requirements will vary depending on departmental needs. The employee is expected to read and understand standard operating procedures (SOPs) The employee should be able to convert SOP instructions into work-related tasks. The employee must be able to perform simple calculations as required in the SOP The employee must be able to use judgment when there is a deviation in the system and effectively communicate any discrepancy to their supervisor. The employee is regularly exposed to high pressure/high stress situations, and therefore, must be able to thrive in this type of environment. Must be able to tolerate a moderate noise level. Must be able to work an extended schedule as needed. $84,760.00 to $97,448.00 Offers are based on skills, knowledge, and abilities of the selected candidate.",91,"Data Analyst","CA",1,0,0
"70","TAMKO Building Products LLC",3.4,"Six Sigma Data Scientist","Joplin, MO","$81K - $116K (Glassdoor est.)","Utilizing Six Sigma principles with data science and AI/ML tools, participate in and complete projects, analyses, reports, and visualizations in an accurate and timely fashion. Provide support to teams by providing them with the information, analysis, training and tools to succeed; promote and demonstrate effective and “boundaryless” communication to achieve “cross pollination” in all areas, at all levels. Identify, obtain, explore, clean, transform and analyze project data; Select, develop, train, evaluate, and explain machine learning models; and integrate, deploy, operate, and maintain ML models. Lead and guide others in the practical use of the Six Sigma philosophy and Data Science tools. Concentrate on never-ending improvement. Utilize teamwork and apply team concepts as a member of project teams and, as possible, in the day to day operation of the facility. Travel up to 15% of the time. Conduct and oversee Data Science training, as needed. Positively resolve workgroup conflict. Bachelor's degree in data science, computer science, math, science or engineering, 4 to 10 years related work experience and/or training, or equivalent combination of education and experience. Understanding of advanced data science techniques for Supervised and Unsupervised Learning methods such as Classification, Regression, and Clustering Analysis. Proficient in Data Visualization to analyze and represent data and insights to project team, management, and end users. Ability to read, analyze and interpret general business periodicals, professional journals, technical procedures or governmental regulations. Ability to draft reports, business correspondence and procedure manuals. Ability to effectively present information and respond to questions from groups of managers, clients, and customers. Ability to apply mathematical operations to such tasks as frequency distribution, determination of test reliability and validity, analysis of variance, correlation techniques, sampling theory and factor analysis. Ability to define problems, collect data, establish facts and draw valid conclusions. Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables. Understanding of advanced Six Sigma and statistical process control concepts, including control charts, variation, cause and effect relationships, Pareto principle (vital few/useful many) and process capability. Experience working with SQL, Power BI, SAP, MiniTab, RapidMiner, R, Python, or similar tools. Ability to complete Six Sigma Black Belt training. Analytical – Synthesizes complex or diverse information; collects, cleans, organizes and researches data; implements AI/ML and Data Science tools to provide insight into data sets. Design – Visualizes data; Translates concepts and information into images; uses feedback to modify designs; applies design principles; demonstrates attention to detail. Data Preparation – Identifies relevant data; obtains data from multiple sources; explores and understands project data for insights; cleans and transforms data for model development; establishes data pipelines for analysis. Model Building – Selects appropriate machine learning model; develops and trains models; evaluates models for effectiveness and goodness of fit; able to explain model output and visualize data Problem Solving – Gathers and analyzes information skillfully; develops alternative solutions; works well in group problem solving situations. Project Management – Develops project plans; coordinate and participate in projects; communicates changes and progress. Technical Skills – Strives to continuously build knowledge and skills. Oral Communication – Speaks clearly and persuasively in positive or negative situations; listens and gets clarification; responds well to questions; demonstrates group presentation skills; participates in meetings. Written Communication – Writes clearly and informatively; varies writing style to meet needs; presents numerical data effectively. Quality Management – Looks for ways to improve and promote quality; demonstrates accuracy and thoroughness. Business Acumen – Understands business implications of decisions; displays orientation to profitability; aligns work with strategic goals. While performing the duties of this Job, the employee is frequently exposed to moving mechanical parts. The employee is occasionally exposed to high, precarious places, fumes or airborne particles, extreme heat and vibration. The noise level in the work environment is usually moderate.",98.5,"Data Analyst","MO",1,1,1
"71","KBR",3.9,"Principal Data Architect Hiring Event","Colorado Springs, CO","Employer est.:$120K - $179K ","Colorado Springs, CO - 100% On Site Active TS/SCI or Active TS with T5/SSBI within last two years. BS degree in Computer Science, Mathematics, Statistics or Data Science. Other degrees will be considered with relevant work experience. Experience with programming (scripting) languages (i.e. Bash, Python, .Net or Java) Apache open-source products (i.e. NiFi, Kafka, Zookeeper, Spark) Experience as a Data Scientist/Engineer supporting single or multiple domain areas Knowledge of advanced statistical techniques and concepts A drive to learn and master new technologies SQL or NoSQL Experience as a formal instructor, teacher or tutor Experience in Space, ISR, Cyber or SOF Experience leading projects w/ up to 5 team members Knowledge of SAFe agile processes Linux System Administrator Algorithm development experience Software development experience (i.e. C++, Java, C) Experience with IC, USSF, USAF or other DOD entities Experience working with any intelligence disciplines (i.e. SIGINT, OSINT, MASINT, GEOINT, HUMINT) Kubernetes/Docker Experience w/Apache Accumulo Git/GitLab experience Experience with XML Schemas Resume",149.5,"Data Analyst","CO",1,1,1
"72","KBR",3.9,"Data Scientist Hiring Event","Colorado Springs, CO","Employer est.:$120K - $179K ","Colorado Springs, CO - 100% On Site Active TS/SCI or Active TS with T5/SSBI within last two years. BS degree in Computer Science, Mathematics, Statistics or Data Science. Other degrees will be considered with relevant work experience. Experience with programming (scripting) languages (i.e. Bash, Python, .Net or Java) Apache open-source products (i.e. NiFi, Kafka, Zookeeper, Spark) Experience as a Data Scientist/Engineer supporting single or multiple domain areas Knowledge of advanced statistical techniques and concepts A drive to learn and master new technologies SQL or NoSQL Experience as a formal instructor, teacher or tutor Experience in Space, ISR, Cyber or SOF Experience leading projects w/ up to 5 team members Knowledge of SAFe agile processes Linux System Administrator Algorithm development experience Software development experience (i.e. C++, Java, C) Experience with IC, USSF, USAF or other DOD entities Experience working with any intelligence disciplines (i.e. SIGINT, OSINT, MASINT, GEOINT, HUMINT) Kubernetes / Docker Experience w/ Apache Accumulo Git/GitLab experience Experience with XML Schemas Resume",149.5,"Data Analyst","CO",1,1,1
"73","Sappi",3.7,"Digital Data Scientist","Skowhegan, ME","$69K - $98K (Glassdoor est.)","May be called upon to provide ongoing training and enablement to the Citizen Data Science community and cultivate self-service, data driven decision making and problem resolution. Develop and maintain tools, libraries and pre-defined workflows and imputation algorithms that will help analytics team members more efficiently interface and analyze huge amounts of data Continuously monitor, engage, and support Citizen Data Science initiatives to develop and support a data driven culture at Sappi Actively report and engage on technical support issues, ensuring problem resolution and knowledge transfer to all stakeholders Develop, automate and optimize machine learning models and algorithms whilst abiding to change control procedures. Actively develop and adhere to quality assurance best practices for data science services across the organization. Actively analyze and assess data quality in all source systems (including digital twins) and assist in data quality improvement initiatives. Conduct research and make recommendations on Machine Learning tools, techniques, and technologies in support of development efforts. Ensure best practices and standards are leveraged wherever possible as part of the solution. Make recommendations for the introduction of new procedures, techniques and / or standards within the Advanced Analytics environment. Work with the plant stakeholders and Advanced Analytics Director to develop time estimates and implementation plans. Effectively communicate technical issues, decisions reached, and/or the status of the project with all stakeholders within the project team and within the business. Responsible to ensure all data science projects are retained within the Advanced Analytics landscape, and actively monitor and maintain said landscape in terms of governance, performance optimization and security. Actively ensure good governance to ensure full compliance of audit, controls and security requirements. Ensure technical models remain accurate with changes in operations. This role will interface with stakeholders across all regions and departments. Build constructive relationships with internal and external business partners and with suppliers/contractors. Collaborate with business partners in identifying opportunities to streamline their operations. Maintain and enhance all training materials for end user training for Advanced Analytics tools. Facilitate change management for a data driven culture. Support the culture of continuous improvement through team member engagement, knowledge sharing and innovation. Identify, review, and promote creative ideas and approaches to improve department and team performance. Ensure optimal utilization of technology solutions, keeping pace with innovations in data science capabilities. Minimum Bachelor’s Degree in Computer Science or Analytics; Master’s Degree preferably in Data Science or Analytics will be an added advantage. 5-8 years’ experience in Data Science Minimum 5 years experience working in an industrial manufacturing setting Experience in building innovative algorithms, mathematical modeling and Big Data analysis; Sound programming and database experience using Python or R, & SQL at a minimum Experience building visualizations and KPI dashboards with tools such as Tableau, Qlikview, or Grafana Experience with BrainCube or Rapid Miner a plus Monday to Friday",83.5,"Data Analyst","ME",1,1,1
"74","Belcan Government Services",3.7,"Data Scientist *Must hold active TS/SCI*","Tampa, FL","Employer est.:$130K ","The DSE is responsible for preparing ""big data infrastructure to include the design, build, and integration of various data sources. The contractor shall perform the following tasks:Develop complex queries to ensure accessibility while optimizing the performance of NoSQL and or big data infrastructure. US Citizen Data Visualization experience preferred. 401(k) 401(k) matching Dental insurance Health insurance Paid time off Vision insurance 8 hour shift Monday to Friday Tampa, FL: Reliably commute or planning to relocate before starting work (Required) Python: 1 year (Preferred) SQL: 1 year (Preferred)",130,"Data Analyst","FL",1,1,1
"75","DW Simpson",4.1,"Property Casualty Rate Modeling Actuary and Data Scientist - REMOTE","Kansas City, MO","Employer est.:$177K ","Work Remote! Highly respected insurance client is in search of a Property/Casualty Rate Modeling Actuary and Data Scientist. This individual will be responsible for Rate Filing Classification Plan Analysis as well as the explanation of models and the technical issues with them. The ideal candidate would be a student actuary, ACAS, or FCAS with 5+ years of actuarial experience, including predictive analytics skills and GLM knowledge. Must have pricing/rate making experience, familiarity with SAS or R, and knowledge of advanced statistical techniques and concepts. Comp: $139-177K. (#53533)

Location:
RemoteShow more Report",177,"Data Analyst","MO",1,0,0
"76","Slim Chickens",3.7,"Senior Data Analyst - Finance","Fayetteville, AR","$64K - $91K (Glassdoor est.)","401(k) 401(k) matching Dental insurance Employee discount Health insurance Paid time off Vision insurance Monday to Friday High school or equivalent (Preferred) Finance/Data Analytics: 3 years (Preferred)",77.5,"Data Analyst","AR",0,0,0
"77","Society Insurance Company",3.8,"Senior Regulatory & Statistical Reporting Analyst","Fond du Lac, WI","$69K - $94K (Glassdoor est.)","
Researches, formulates, and communicates simple-to-moderate data for statistical and regulatory reporting solutions. 
Assists with data call requirements/filing forms for regulatory agencies and/or state insurance departments. Ensures required data is reported to reporting bureau accurately and timely and recommends corrective action when required. 
Oversees statistical reporting to bureaus such as National Council on Compensation Insurance (NCCI), Wisconsin Compensation Rating Bureau (WCRB), and Insurance Services Office (ISO) to ensure compliance. 
Serves as super-user of statistical and regulatory agencies/vendor products to assist with compliance reporting. Works with vendors that provide services for regulatory reporting. 
Stays current with statistical manuals, bureau filing requirements, statistical plans, data requirements, and regulatory reporting items (i.e. advanced knowledge IAIABC). 
Proactively monitors regulatory reporting processes for upcoming change impacts. 
Assesses, communicates, and collaborates with Business and IT regarding regulatory change impacts/product impacts on business & regulatory reporting transactions. 
Identifies opportunities and recommends data and reporting initiatives that support corporate strategic plans, goals, and objectives related to regulatory reporting. 
Assists with investigating and using pre-editing programs to identify and resolve errors prior to submission to regulatory reporting bureaus. 
Builds, maintains, and distributes compliance reports for management review. 
Acts as a subject matter expert to IT for system programming to develop/map reporting fields or when programming impacts statistical reporting. 
Manages data reporting for statutory and regulatory data requests. Communicates with internal departments regarding data issues with input errors or incorrect interpretations of policy coverage, data, and regulatory reporting solutions. Identifies and recommends changes to automated systems to comply with reporting requirements. 
Develops, writes, and participates in testing scenarios based on analysis to business process or product changes. Participates in investigations and resolution of fines or inquiries from regulatory reporting bureaus. 
Assists in the design and development of new reporting processes and trains staff to maintain processing once implemented. 
You enjoy using logic and analysis to solve problems. 
You are curious and enjoy seeking additional information – always asking the “why”. 
You enjoy brainstorming and can deal with concepts and complexity. 
You are a self-starter and enjoy taking a lead role in improving products and services. 
You are quality-focused and seeks ways to implement best practices. 
You are organized and can manage multiple responsibilities. 
Associate’s degree in business or related field. Equivalent industry experience may be considered. 
3+ years of Property and Casualty insurance industry experience. 
Knowledge of commercial P&C insurance products and insurance department requirements and processes. 
Strong communication, analytical, and problem-solving skills. 
Prior experience with statistical plans, edit definitions, and submission processes highly desirable. 
Prior experience with ISO, NCCI, and independent state bureaus and analysis of circulars, regulations, and statutes highly desirable. 
Comprehensive Benefits Package: Salary with bonus plan; health, dental, life, and vision insurance 
Retirement: Traditional or Roth 401(k) Defined Contribution Plan PLUS Profit-Sharing Plan 
Work-Life Balance: Company-paid holidays; flexible scheduling; PTO; telecommuting options 
Education: Career Coaching; company-paid courses; student loan and tuition reimbursement 
Community: Charitable Match; paid volunteer time; team sponsorships 
Wellness: Employee Assistance Program; health club reimbursement; wellness reimbursement",81.5,"Data Analyst","WI",1,0,0
"78","The Travelers Companies, Inc.",4,"Cloud Data Engineer I - AWS, Python, Snowflake, SQL","Hartford, CT","Employer est.:$103K - $169K ","
Build and operationalize complex data solutions, correct problems, apply transformations, and recommend data cleansing/quality solutions. 
Design data solutions. 
Analyze sources to determine value and recommend data to include in analytical processes. 
Incorporate core data management competencies including data governance, data security and data quality. 
Collaborate within and across teams to support delivery and educate end users on data products/analytic environment. 
Perform data and system analysis, assessment and resolution for defects and incidents of moderate complexity and correct as appropriate. 
Test data movement, transformation code, and data components. 
Perform other duties as assigned. 
Bachelor’s Degree in STEM related field or equivalent 
Six years of related experience 
Proficient use of tools (Snowflake, Databricks), techniques, and manipulation including Cloud platforms (AWS), programming languages (Python and/or Java), and an understanding of software engineering practices. 
The ability to deliver work at a steady, predictable pace to achieve commitments, decompose work assignments into small batch releases, and contribute to tradeoff and negotiation discussions. 
Demonstrated track record of domain expertise including the ability to understand technical concepts and possess in-depth knowledge of immediate systems worked on. 
Proven problem solving skills including debugging skills, allowing you to determine source of issues in unfamiliar code or systems and the ability to recognize and solve repetitive problems. 
Strong verbal and written communication skills with the ability to interact with team members and business partners. 
Leadership - Intermediate leadership skills with a proven track record of self-motivation in identifying personal growth opportunities. 
Bachelor’s degree or equivalent training with data tools, techniques, and manipulation. 
Four years of data engineering or equivalent experience. 
Health Insurance: Employees and their eligible family members – including spouses, domestic partners, and children – are eligible for coverage from the first day of employment. 
Retirement: Travelers matches your 401(k) contributions dollar-for-dollar up to your first 5% of eligible pay, subject to an annual maximum. If you have student loan debt, you can enroll in the Paying it Forward Savings Program. When you make a payment toward your student loan, Travelers will make an annual contribution into your 401(k) account. You are also eligible for a Pension Plan that is 100% funded by Travelers. 
Paid Time Off: Start your career at Travelers with a minimum of 20 days Paid Time Off annually, plus nine paid company Holidays. 
Wellness Program: The Travelers wellness program is comprised of tools and resources that empower you to achieve your wellness goals. In addition, our Life Balance program provides access to professional counseling services, life coaching and other resources to support your daily life needs. Through Life Balance, you’re eligible for five free counseling sessions with a licensed therapist. 
Volunteer Encouragement: We have a deep commitment to the communities we serve and encourage our employees to get involved. Travelers has a Matching Gift and Volunteer Rewards program that enables you to give back to the charity of your choice.",136,"Data Analyst","CT",1,1,0
"79","Ace Hardware",3.8,"Data Scientist II (Hybrid)","Oak Brook, IL","Employer est.:$93K - $116K ","Benefits are provided in compliance with applicable policies.",104.5,"Data Analyst","IL",0,0,0
"80","SCAN Health Plan",3.9,"Data Analyst Sr.-HEDIS & Medicare Star","Long Beach, CA","Employer est.:$92K - $148K ","Bachelor’s Degree required, Master’s Degree preferred. 5+ years of analytical experience, including a 2 - 3 years healthcare data analysis experience. Superior analytical skills required. Ability to effectively interact with, and present findings to customers at all levels of the organization including operational managers, medical directors and executives required. Advanced SAS data step, SAS macro language, and other SAS procedures preferred. Proficiency with MS SQL (queries) required. Clinical code knowledge related to claims/utilization preferred. Experience with managed care contract terms/analysis preferred. Ability to document processes and analyses for reference/re-use required. Experience in a Medicare Advantage environment preferred. Excellent technical, interpersonal, written and oral communication skills required. Proficient in MS Office. Base salary range: $92,400-$147,800 An annual employee bonus program Robust Wellness Program Generous paid-time-off (PTO) Eleven paid holidays per year, plus 1 additional floating holiday Excellent 401(k) Retirement Saving Plan with employer match Robust employee recognition program Tuition reimbursement A work-life balance An opportunity to become part of a team that makes a difference to our members and our community every day! 401(k) Dental insurance Health insurance Life insurance Paid time off Tuition reimbursement Vision insurance Day shift HEDIS: 1 year (Required) Epic Certification (Preferred)",120,"Data Analyst","CA",1,0,1
"81","Medifast Inc",3.8,"Director Engineering - Data Science & BI","Baltimore, MD","$112K - $156K (Glassdoor est.)","Develop/Maintain a high performing team that supports the analytics/insights needs for all business functions Grow the use of Machine Learning, Artificial Intelligence, and Operations Research algorithms to improve Coach + Client Experience and Operational Efficiency Partner with the stakeholders to implement key use cases that unlock data as an enterprise asset Deploy a scalable staffing model that leverages onsite, near-shore and offshore resources to ensure availability of skilled resources while optimizing spend Work closely with the other Tech functions (like Cybersecurity, Infrastructure, Delivery Management) to refine policies/procedures that improve Time To Market without compromising quality Develop and maintain consultative relationships with stakeholders to drive aligned business outcomes Demonstrate knowledge of business operations and stakeholder needs in Direct Selling/Consumer Goods environment Manage, mentor, build and lead high performing global teams in a manner consistent with organizational policies and values Budget management Bachelor’s Degree in Computer Science/Information Systems or related field. Master’s Degree would be a plus. 10+ years of experience in Software Engineering/Technology preferably in D2C/Consumer Goods environments 7+ yrs experience with platforms/tools/databases like AWS, Redshift, Python, R, Tableau, Dataiku, Microstrategy, ETL Tools like Informatica, SQL Server, Oracle etc Demonstrated experience leading the design/implementation of ML/AI models and delivering ROI 2+ years leading Technology teams with Manager-level direct reports Demonstrated expertise in identifying opportunities and assisting with ROI/business case development Experience driving outcomes in Agile delivery environments 8 hour shift",134,"Data Analyst","MD",1,1,1
"82","Guidehouse",3.7,"Manager - Senior Statistician and Data Scientist","Springfield, VA","$98K - $135K (Glassdoor est.)","
US Citizenship and the ability to obtain and maintain a federal Public Trust 
EIGHT (8) years of relevant experience 
B.S./B.A. in Statistics, Mathematics, Operations Research, Computer Science, Information Systems, Engineering, Data Science, Data Analytics, or similar quantitative/computational discipline 
Experience in performing statistical analysis and modeling using R. 
Proficiency in querying data using SQL. 
Proficiency in handling and analyzing data using Excel/Access. 
Experience in developing visualizations/dashboards in Tableau/PowerBI/Qlik. 
Ability to determine and apply the appropriate analytical methods. 
Contributing as a team member: understanding personal and team roles, contributing to a positive working environment by building strong, collaborative relationships with team members. 
An ACTIVE and CURRENT SECRET federal security clearance 
M.S./M.A. in Statistics, Data Science or other field with concentration in statistical methods. 
Prior Federal Government experience 
Portfolio of statistical code for review 
Medical, Rx, Dental & Vision Insurance 
Personal and Family Sick Time & Company Paid Holidays 
Position may be eligible for a discretionary variable incentive bonus 
Parental Leave and Adoption Assistance 
401(k) Retirement Plan 
Basic Life & Supplemental Life 
Health Savings Account, Dental/Vision & Dependent Care Flexible Spending Accounts 
Short-Term & Long-Term Disability 
Student Loan PayDown 
Tuition Reimbursement, Personal Development & Learning Opportunities 
Skills Development & Certifications 
Employee Referral Program 
Corporate Sponsored Events & Community Outreach 
Emergency Back-Up Childcare Program 
Mobility Stipend",116.5,"Data Analyst","VA",1,0,1
